@relation ellipsoid.50d10c.1

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute F48 numeric
@attribute F49 numeric
@attribute F50 numeric
@attribute class{Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10}

@data
0.098354,-0.121507,0.182182,-0.087509,0.068012,0.184976,-0.109922,-0.082905,0.100228,0.176714,0.148774,-0.166312,-0.131284,0.007836,-0.090551,-0.069915,-0.050858,0.00082,-0.164578,-0.084409,0.015323,-0.131818,0.167443,0.10506,0.049956,0.047838,-0.055589,-0.185797,-0.094894,-0.024343,-0.027703,0.064583,-0.096934,0.18466,0.018044,-0.071101,-0.030959,-0.033758,0.043939,-0.040424,-0.001554,0.155974,0.137255,-0.197931,-0.02694,0.256874,-0.039369,0.281979,-0.093277,0.073632,Cluster6
0.223688,-0.119498,0.237914,-0.134476,0.154845,0.349212,-0.30606,-0.106183,0.220826,0.364655,0.082613,-0.160528,-0.375289,-0.026496,-0.15244,-0.265357,-0.04197,0.15569,-0.327328,-0.197419,-0.033383,-0.394722,0.141474,0.314891,0.425077,-0.021506,0.058108,-0.333008,-0.181231,0.1055,0.005381,0.163522,-0.15911,0.190545,0.119046,-0.111459,-0.093562,0.186447,0.076812,-0.136457,-0.07687,0.158258,0.276203,-0.071802,-0.146174,0.393489,0.032764,0.349436,0.02746,0.15466,Cluster6
0.509913,-0.233459,0.552201,-0.339596,0.129571,0.555804,-0.571951,-0.118245,0.412012,0.667597,0.202862,-0.163088,-0.555847,-0.0386,-0.018599,-0.400732,-0.118017,0.30806,-0.642383,-0.36306,-0.181726,-0.728319,0.195667,0.55309,0.677996,-0.13937,0.013148,-0.473194,-0.15579,0.223566,0.00917,0.289568,-0.332906,0.42077,0.272457,-0.352848,-0.041915,0.295211,0.097501,-0.316928,-0.133116,0.336162,0.499993,-0.136462,-0.267406,0.642175,0.04141,0.674213,0.110293,0.159141,Cluster6
0.076314,-0.062823,0.138192,-0.088271,0.046588,0.179362,-0.14604,-0.071818,0.100115,0.101263,0.042147,-0.039756,-0.112184,-0.010473,-0.075002,-0.038943,-0.052343,0.03582,-0.139503,-0.071022,0.009912,-0.106852,0.117936,0.131054,0.089878,0.078214,0.054031,-0.098628,-0.037219,0.027813,0.042033,0.018435,-0.063344,0.162212,0.049291,-0.076816,-0.013803,0.045093,-0.012503,-0.073213,-0.021525,0.029039,0.155079,-0.082166,-0.01153,0.182653,-0.022755,0.191603,0.005663,0.04956,Cluster6
0.246713,-0.125448,0.143244,-0.016997,0.098518,0.222785,-0.152938,-0.072271,0.163248,0.346219,0.19851,-0.096404,-0.167732,0.021731,0.006988,-0.102699,-0.061771,0.129679,-0.305138,-0.233032,-0.012396,-0.224929,0.182728,0.151826,0.145977,-0.054491,0.079128,-0.272032,-0.056111,0.020369,0.092137,0.026054,-0.006951,0.174241,0.071111,-0.11332,-0.078548,0.037159,-0.034819,-0.15954,-0.10768,0.161034,0.215172,0.088145,-0.07382,0.302045,-0.025145,0.275281,-0.010655,0.097115,Cluster6
0.121744,-0.033356,0.120118,-0.184304,0.15381,0.204668,-0.147083,-0.075885,0.092375,0.176268,0.040489,-0.095217,-0.247892,-0.069142,-0.117877,-0.079326,-0.016107,0.086548,-0.300678,-0.062436,0.006913,-0.093288,0.189994,0.126044,-0.01888,0.092486,-0.037668,-0.161101,0.099633,0.013357,-0.00795,0.04116,-0.069707,0.116385,0.074597,-0.038655,-0.08411,0.020283,-0.00423,-0.036994,-0.01116,-0.042706,0.16157,0.172471,-0.066185,0.145718,0.036572,0.127142,0.008563,-0.05012,Cluster6
0.28149,-0.209831,0.394206,-0.192321,0.099355,0.380186,-0.319846,-0.12708,0.328155,0.350467,0.097003,-0.199905,-0.328852,0.081907,-0.016717,-0.281212,-0.057198,0.269821,-0.364847,-0.152875,-0.186195,-0.281689,0.090218,0.222218,0.316597,-0.013003,0.04864,-0.231478,-0.080659,0.19614,-0.079576,0.168284,-0.210715,0.235902,0.085304,-0.186936,-0.06753,0.143667,0.072908,-0.130423,-0.087232,0.215575,0.281326,-0.060056,-0.207013,0.377342,0.030527,0.433483,-0.070994,0.061969,Cluster6
-0.001496,-0.068979,0.001221,-0.036201,0.015238,0.13345,-0.022998,-0.054623,0.029121,0.011325,0.020648,-0.052726,-0.053595,0.007027,-0.073231,0.014089,-0.049181,0.008211,-0.035287,-0.025662,0.015914,0.013915,0.071311,0.00155,-0.003446,0.109874,0.051496,-0.039594,-0.005611,-0.020643,0.018812,-0.023529,0.013054,0.074057,-0.01508,-0.009631,-0.029924,-0.028753,-0.049373,0.028844,-0.032949,-0.025563,0.064119,-0.043436,-0.007043,0.059132,-0.072063,0.06771,-0.030325,-0.021022,Cluster6
0.346152,-0.288146,0.403696,-0.300947,0.121849,0.443821,-0.441855,-0.105144,0.328681,0.610212,0.173159,-0.137751,-0.545382,0.034003,-0.076756,-0.240165,-0.111481,0.163587,-0.45386,-0.294242,-0.114231,-0.546539,0.082379,0.431445,0.4927,-0.104991,0.075784,-0.484059,-0.139253,0.151822,0.05312,0.21457,-0.28301,0.281752,0.163798,-0.209512,-0.035611,0.286264,0.115807,-0.202033,-0.083442,0.267179,0.427248,-0.128585,-0.160279,0.537842,0.09927,0.56147,0.042801,0.120746,Cluster6
0.37954,-0.177231,0.367939,-0.243791,0.131822,0.445107,-0.334669,-0.122066,0.325639,0.36116,0.137155,-0.203797,-0.345202,0.084649,-0.008521,-0.205914,-0.112579,0.166532,-0.444169,-0.271237,-0.040185,-0.39497,0.118606,0.318069,0.438175,-0.006948,-0.016045,-0.319046,-0.004417,0.078591,-0.022332,0.13366,-0.154035,0.282522,0.140905,-0.265756,-0.067754,0.209714,0.027,-0.226735,-0.060779,0.185964,0.364222,-0.061474,-0.164605,0.44783,0.021585,0.469484,0.12642,0.197972,Cluster6
0.203023,-0.228152,0.461429,-0.173996,0.160955,0.284918,-0.532913,-0.228206,0.189552,0.252626,0.122736,-0.044351,-0.352506,-0.044772,-0.009116,-0.117021,0.01736,0.008082,-0.393524,-0.162383,-0.012091,-0.570524,0.100511,0.404698,0.415296,0.167277,-0.065777,-0.394091,-0.114677,0.011178,0.122512,0.316052,-0.224546,0.270222,0.256656,-0.111324,0.149548,0.103053,0.015696,-0.046172,-0.040711,-0.052308,0.313465,-0.155993,-0.220157,0.411256,0.068302,0.362643,-0.086064,0.030311,Cluster6
0.410394,-0.196531,0.442467,-0.272715,0.110519,0.473073,-0.450489,-0.121757,0.335054,0.515681,0.175749,-0.147608,-0.455212,-0.029628,-0.020226,-0.312366,-0.103928,0.252424,-0.532429,-0.306175,-0.14767,-0.580795,0.182665,0.465769,0.552438,-0.103502,0.034676,-0.401474,-0.105937,0.160683,0.016509,0.223063,-0.250159,0.354507,0.216418,-0.288804,-0.040777,0.231337,0.077957,-0.258712,-0.109656,0.269008,0.414698,-0.114816,-0.20264,0.529532,0.035979,0.558522,0.064418,0.108112,Cluster6
0.307747,-0.189056,0.309162,-0.390309,0.134728,0.560501,-0.342886,-0.069104,0.353065,0.598044,0.109156,-0.23498,-0.445984,0.015891,0.003562,-0.428826,-0.160858,0.349992,-0.578703,-0.331778,-0.093695,-0.577296,0.244017,0.489986,0.521532,-0.074019,-0.148775,-0.359583,-0.130753,0.111417,-0.023001,0.190653,-0.37129,0.357791,0.206419,-0.379395,-0.068542,0.235213,0.226194,-0.310642,-0.07176,0.29367,0.303745,-0.169049,-0.118246,0.455697,0.038775,0.505081,0.019934,0.06888,Cluster6
0.457005,-0.182816,0.507657,-0.288702,0.090314,0.52021,-0.516548,-0.091053,0.375125,0.561177,0.166128,-0.141588,-0.462467,-0.020401,-0.025967,-0.344949,-0.102707,0.251511,-0.56703,-0.318932,-0.168759,-0.612668,0.191423,0.489831,0.577885,-0.110878,0.010619,-0.414133,-0.136745,0.197682,0.033483,0.266502,-0.265864,0.370794,0.263524,-0.307848,-0.026028,0.254061,0.042677,-0.292559,-0.121446,0.288528,0.46011,-0.130455,-0.214772,0.563419,0.010535,0.625228,0.099317,0.137065,Cluster6
0.44303,-0.225415,0.524134,-0.264577,0.100046,0.496082,-0.528202,-0.12077,0.433504,0.617161,0.181374,-0.155121,-0.494517,-0.068619,-0.021805,-0.342204,-0.114045,0.293334,-0.617245,-0.328758,-0.154501,-0.696689,0.210027,0.543108,0.633368,-0.171551,0.079002,-0.433692,-0.133426,0.168132,0.020323,0.237862,-0.256514,0.381201,0.256285,-0.303577,-0.013355,0.271614,0.068283,-0.268108,-0.084741,0.304791,0.432713,-0.090304,-0.249047,0.601006,0.013434,0.634889,0.102995,0.138146,Cluster6
0.259231,-0.145533,0.298213,-0.200013,0.083278,0.342988,-0.316121,-0.064165,0.224387,0.357415,0.12085,-0.088234,-0.291112,-0.003311,-0.03257,-0.183618,-0.074819,0.170245,-0.351644,-0.203075,-0.084735,-0.36799,0.107234,0.28202,0.351154,-0.02047,0.023206,-0.288102,-0.065625,0.100464,0.017144,0.137063,-0.150186,0.232566,0.138959,-0.205285,-0.026652,0.132739,0.029881,-0.167427,-0.06557,0.153563,0.285142,-0.088865,-0.142232,0.364096,0.000763,0.389252,0.063786,0.076574,Cluster6
0.181865,-0.181295,0.383406,-0.208713,0.01148,0.367067,-0.3184,-0.07377,0.156042,0.292502,0.15503,-0.076377,-0.293939,0.073208,-0.085064,-0.181314,-0.148169,0.141656,-0.469132,-0.192337,-0.158181,-0.31532,0.035657,0.368165,0.427703,-0.044168,0.050856,-0.26937,-0.049005,0.08373,0.051115,0.106959,-0.180354,0.212257,0.109606,-0.254864,-0.039276,0.109292,0.029689,-0.034995,-0.070473,0.117887,0.218627,-0.150259,-0.193391,0.290097,0.020187,0.409026,-0.056681,0.102901,Cluster6
0.326953,-0.085194,0.198726,-0.195644,0.033074,0.407998,-0.208079,-0.049885,0.075539,0.170962,0.12967,-0.322642,-0.251876,-0.09416,-0.041753,-0.207965,-0.042155,0.157214,-0.350465,-0.248527,0.095285,-0.491176,0.146493,0.274013,0.290919,0.040222,0.138264,-0.243921,-0.12606,0.131977,-0.053856,0.0318,-0.055502,0.239696,0.10709,-0.188836,0.027778,0.157742,-0.094422,-0.076861,-0.107378,0.114204,0.350171,-0.064176,-0.1107,0.343578,0.065353,0.413817,0.208784,0.148667,Cluster6
0.126298,-0.04542,0.235611,-0.084713,0.002172,0.229087,-0.126001,-0.03796,0.117994,0.194481,0.058386,-0.064512,-0.146967,0.06964,-0.086061,-0.199495,-0.059993,0.074855,-0.251556,-0.133282,-0.021048,-0.210328,0.077238,0.177929,0.200801,0.046048,0.120723,-0.103767,-0.054421,0.011647,0.002397,0.06712,-0.159919,0.155915,0.089442,-0.15096,-0.095588,0.081649,0.074167,-0.137838,-0.071519,0.157896,0.221891,-0.002046,-0.06504,0.329804,-0.043131,0.316741,0.007789,0.125407,Cluster6
0.148199,-0.102884,0.127892,-0.174124,0.072433,0.204696,-0.175702,-0.075172,0.107457,0.183864,0.013886,-0.086308,-0.150402,0.026063,-0.075209,-0.105811,-0.057295,0.107299,-0.209694,-0.113387,-0.035624,-0.205446,0.158633,0.139165,0.164039,-0.011565,0.084389,-0.181507,0.01405,0.028666,0.017795,0.042812,-0.078252,0.173372,0.081364,-0.020214,-0.040834,0.048096,-0.023744,-0.110525,-0.085968,0.045886,0.222405,-0.056493,-0.053131,0.257961,-0.025379,0.2074,-0.001111,0.111782,Cluster6
0.579992,-0.232879,0.608599,-0.425633,0.158848,0.502519,-0.56849,-0.154541,0.41468,0.637781,0.198237,-0.152048,-0.605972,-0.089389,0.036624,-0.382014,-0.107502,0.286027,-0.590702,-0.333662,-0.139787,-0.777293,0.186658,0.60323,0.712286,-0.189834,0.034283,-0.543769,-0.1876,0.247908,0.050483,0.243914,-0.339277,0.374645,0.276008,-0.303102,-0.002428,0.337136,0.088176,-0.271157,-0.129509,0.325174,0.481094,-0.127133,-0.297377,0.669141,0.022265,0.719899,0.15235,0.166879,Cluster6
0.41117,-0.205578,0.454651,-0.285603,0.111707,0.475462,-0.483431,-0.09884,0.350598,0.55248,0.172459,-0.145492,-0.463297,-0.029208,-0.033274,-0.326048,-0.118445,0.252865,-0.540641,-0.305458,-0.145523,-0.598841,0.1792,0.458333,0.561748,-0.096582,0.014075,-0.402191,-0.126598,0.175188,0.015349,0.238225,-0.280729,0.359974,0.2294,-0.298779,-0.04024,0.241942,0.068303,-0.265936,-0.118104,0.269364,0.426459,-0.117377,-0.219629,0.547499,0.030013,0.56933,0.087346,0.130779,Cluster6
0.367214,-0.240868,0.406363,-0.227584,0.044537,0.551878,-0.41783,-0.086053,0.337601,0.297317,0.179904,-0.195168,-0.3332,-0.172253,0.123099,-0.336641,-0.225702,0.246972,-0.536,-0.209838,-0.142281,-0.748272,0.082406,0.335697,0.467469,-0.073032,-0.056423,-0.448329,-0.191694,0.262122,0.002318,0.160506,-0.214184,0.274549,0.217721,-0.375568,0.018552,0.301161,0.172183,-0.147837,-0.040692,0.262133,0.440281,-0.21332,-0.066514,0.482104,0.157033,0.479991,0.078424,0.046091,Cluster6
0.291908,-0.147195,0.300522,-0.216842,0.094915,0.371575,-0.323338,-0.092107,0.245568,0.414758,0.090757,-0.127543,-0.308351,-0.027101,-0.07135,-0.221475,-0.062871,0.181611,-0.385599,-0.197306,-0.080141,-0.379704,0.126665,0.323259,0.347065,-0.028172,-0.001624,-0.272815,-0.12507,0.102298,0.04522,0.156935,-0.191512,0.260176,0.130007,-0.225696,-0.031389,0.123161,0.025819,-0.156046,-0.090819,0.151089,0.289521,-0.093849,-0.118929,0.379664,0.032189,0.410659,0.057387,0.081278,Cluster6
0.120286,-0.115051,0.13775,-0.10057,0.061214,0.223986,-0.15801,-0.051381,0.120008,0.16312,0.069196,-0.076526,-0.142135,0.021567,-0.055821,-0.074625,-0.058858,0.072187,-0.206681,-0.113342,-0.011147,-0.156025,0.106987,0.133888,0.131846,0.057799,0.046311,-0.156999,-0.037667,0.028684,0.021016,0.051421,-0.078851,0.134736,0.058341,-0.097621,-0.026573,0.043063,-0.00791,-0.06732,-0.028205,0.045801,0.164791,-0.053222,-0.054891,0.214066,-0.018348,0.213552,0.001223,0.023246,Cluster6
0.358367,-0.115661,0.223673,-0.177965,0.09343,0.306829,-0.362161,-0.024212,0.20884,0.251612,-0.012844,-0.030667,-0.323829,-0.035154,-0.035236,-0.066531,-0.001582,0.102942,-0.338297,-0.169094,-0.047727,-0.398566,0.029523,0.285409,0.343676,-0.059483,-0.000546,-0.182393,-0.113497,0.154814,0.013215,0.138297,-0.156682,0.212417,0.11334,-0.15749,-0.040492,0.103825,0.10293,-0.181483,-0.137629,0.230615,0.349474,-0.110912,-0.151175,0.320121,-0.027133,0.412994,0.098018,-0.048797,Cluster6
0.061394,-0.120724,-0.048949,-0.007408,0.018961,0.111782,-0.006606,-0.04777,0.040593,0.026703,0.092581,-0.134745,-0.074291,0.058675,-0.012236,-0.027639,-0.068608,0.002078,-0.052888,0.017372,0.076177,-0.033447,0.127844,0.015896,-0.122548,0.108724,0.124045,-0.007897,0.023317,-0.073291,0.062375,-0.032002,-0.002475,0.033968,-0.004719,-0.029669,0.009907,-0.101005,-0.024841,-0.049393,-0.01824,-0.053388,0.138526,0.129722,0.005385,0.099033,-0.071584,0.062395,0.011677,-0.042904,Cluster6
0.25149,-0.185532,0.357999,-0.154564,0.101458,0.350162,-0.29466,-0.118496,0.172356,0.406561,0.126232,-0.093537,-0.319044,-0.01331,-0.019347,-0.206613,-0.120319,0.173482,-0.374149,-0.194872,-0.097273,-0.349729,0.09649,0.3159,0.344416,-0.016803,0.029145,-0.314001,-0.110987,0.136899,-0.025529,0.211868,-0.130859,0.243802,0.139495,-0.202566,-0.049807,0.103627,0.091172,-0.209224,-0.039422,0.184574,0.291242,-0.068488,-0.176937,0.346303,-0.017441,0.362547,-0.001911,0.075338,Cluster6
0.452573,-0.217611,0.494436,-0.305588,0.119124,0.506504,-0.512028,-0.107486,0.367055,0.599034,0.186881,-0.152156,-0.497377,-0.031975,-0.023754,-0.353485,-0.108219,0.278728,-0.584202,-0.327959,-0.160418,-0.64969,0.183326,0.493065,0.602043,-0.113524,0.015693,-0.429714,-0.138375,0.193361,0.007648,0.255587,-0.295907,0.383618,0.243526,-0.319364,-0.035332,0.263414,0.08622,-0.282683,-0.120561,0.294784,0.455564,-0.127497,-0.239094,0.579262,0.032971,0.606245,0.097885,0.139633,Cluster6
0.087286,-0.110787,0.174241,-0.115289,0.058787,0.249614,-0.119204,-0.055506,0.087744,0.182072,0.121469,-0.057577,-0.126491,0.04788,0.020325,-0.024232,-0.070022,0.164236,-0.234444,-0.061017,-0.116232,-0.161204,0.116564,0.148789,0.174753,0.053329,0.091511,-0.210295,-0.104921,0.060476,-0.027033,0.028165,0.004793,0.079125,-0.004915,-0.051387,0.00109,-0.001176,0.076288,0.013432,-0.043187,0.130754,0.11825,-0.058843,-0.090276,0.174734,-0.013196,0.361133,-0.006882,-0.00446,Cluster6
0.503996,-0.293776,0.53742,-0.3469,0.150428,0.551862,-0.560702,-0.127344,0.446284,0.663276,0.234388,-0.173749,-0.566532,-0.027909,0.039417,-0.439272,-0.077071,0.383972,-0.57322,-0.350771,-0.098326,-0.679585,0.247389,0.55877,0.663809,-0.168744,-0.064628,-0.520749,-0.098077,0.227893,0.064527,0.237691,-0.301211,0.409737,0.181655,-0.321398,-0.026012,0.281513,0.143114,-0.331187,-0.093816,0.373398,0.511842,-0.116794,-0.282155,0.636328,-0.006854,0.59417,0.173185,0.15641,Cluster6
0.500043,-0.179169,0.381796,-0.274248,0.109193,0.572765,-0.478927,-0.162801,0.316517,0.671963,0.155905,-0.060391,-0.528363,0.053523,-0.078134,-0.27144,-0.08138,0.199619,-0.617457,-0.270682,-0.064819,-0.684134,0.043948,0.394232,0.581743,0.011608,-0.005127,-0.411526,-0.050199,0.20704,-0.02343,0.276871,-0.284273,0.442404,0.22863,-0.335076,-0.002783,0.264267,0.059711,-0.245002,0.016204,0.332402,0.564374,-0.18194,-0.232603,0.580442,0.105397,0.525657,0.123566,0.087769,Cluster6
0.252319,-0.160039,0.245438,-0.170026,0.209016,0.347988,-0.40099,-0.063294,0.125747,0.454133,0.238145,-0.138605,-0.307538,-0.085489,-0.119019,-0.273587,-0.074827,0.142824,-0.498362,-0.243888,0.015266,-0.426967,0.105585,0.360782,0.434889,-0.131706,0.006815,-0.304703,-0.026576,0.114163,0.002939,0.171914,-0.148135,0.251279,0.142328,-0.18012,-0.049788,0.148093,0.036311,-0.232496,-0.094041,0.301219,0.301138,-0.056544,-0.1391,0.502245,-0.030012,0.439365,0.007352,0.103275,Cluster6
0.008775,-0.079115,0.18391,-0.044721,0.105607,0.21615,-0.092353,-0.041032,0.155372,0.166683,0.066313,-0.040234,-0.074645,0.01904,-0.051634,-0.145961,-0.107068,-0.028041,-0.23742,-0.070504,0.124419,-0.226843,0.004758,0.116685,0.21121,0.040329,0.114883,-0.135922,-0.117855,0.024158,-0.052746,0.007128,-0.069632,0.142635,0.138959,-0.138079,0.022763,0.003318,-0.082578,-0.08575,-0.04682,0.006242,0.060859,-0.094068,-0.052151,0.128479,-0.023109,0.156586,-0.02143,0.015489,Cluster6
0.149489,-0.128148,0.186415,-0.129936,0.058429,0.24821,-0.190716,-0.061072,0.13947,0.212239,0.093114,-0.08958,-0.173587,0.003951,-0.050608,-0.115581,-0.077959,0.101088,-0.246204,-0.133292,-0.043288,-0.217508,0.101021,0.180934,0.186349,0.045956,0.050566,-0.202083,-0.048228,0.047752,0.036319,0.073913,-0.108489,0.164394,0.082419,-0.12308,-0.030389,0.08668,-0.001984,-0.100301,-0.041708,0.079895,0.192777,-0.059272,-0.088857,0.258489,-0.009851,0.24578,0.0158,0.048412,Cluster6
0.422419,-0.202875,0.360856,-0.255458,0.13265,0.535345,-0.44301,-0.027179,0.24577,0.469955,0.253192,-0.190557,-0.415951,0.006286,0.030591,-0.330205,-0.095336,0.182021,-0.53006,-0.215522,-0.131277,-0.478947,0.114563,0.391168,0.577694,-0.138192,-0.029911,-0.424047,-0.084204,0.19059,0.101168,0.169464,-0.236637,0.394439,0.241928,-0.35457,0.007108,0.242965,0.120215,-0.240279,-0.067722,0.356068,0.318489,-0.140407,-0.184369,0.493828,0.120511,0.457318,0.069575,0.052477,Cluster6
0.095779,-0.129643,0.174731,-0.07363,0.042332,0.212781,-0.112403,-0.033244,0.118757,0.117626,0.083836,-0.091701,-0.105888,0.007098,-0.07599,-0.03793,-0.064221,0.050593,-0.19643,-0.104434,-0.001904,-0.127916,0.077162,0.173676,0.123759,0.054893,0.072498,-0.148451,-0.056135,0.053765,0.040625,0.056562,-0.065936,0.133217,0.065176,-0.107933,-0.027629,0.059104,0.023749,-0.058657,-0.07463,0.065035,0.154714,-0.043256,-0.075537,0.216141,0.006771,0.191029,0.024457,0.019188,Cluster6
0.24683,-0.152624,0.302619,-0.241228,0.048092,0.387416,-0.29985,-0.136341,0.270021,0.309582,0.14816,-0.114175,-0.309863,0.016086,-0.074904,-0.196733,-0.068545,0.10037,-0.328135,-0.160188,-0.026058,-0.33305,0.11901,0.308792,0.351446,-0.077774,0.037202,-0.298558,-0.086592,0.128495,0.032773,0.112572,-0.18738,0.247534,0.080375,-0.165043,-0.053204,0.159511,0.004328,-0.155747,-0.054801,0.128705,0.301322,-0.083908,-0.088247,0.385117,-0.038442,0.368787,0.083011,0.071445,Cluster6
0.126887,-0.187784,0.194438,-0.093699,0.073634,0.241253,-0.244465,-0.081882,0.214445,0.257751,0.02384,-0.071079,-0.238334,0.011362,-0.024718,-0.108025,-0.051564,0.125063,-0.3434,-0.183643,0.014662,-0.284588,0.124292,0.195601,0.22734,0.021339,0.014597,-0.229614,-0.065792,0.115665,-0.024288,0.133021,-0.104681,0.241361,0.027432,-0.092051,-0.04439,0.181442,0.010818,-0.130028,-0.061424,0.23382,0.174356,-0.104639,-0.145972,0.280437,0.000007,0.309544,0.061576,0.054061,Cluster6
0.192868,-0.169372,0.236965,-0.153285,0.072234,0.295671,-0.229149,-0.139857,0.185813,0.300483,0.11984,-0.08386,-0.276826,0.009982,-0.02134,-0.167392,-0.096624,0.108185,-0.308578,-0.122018,-0.077464,-0.259627,0.19492,0.255582,0.295336,-0.018492,-0.026166,-0.253673,-0.09777,0.051364,0.017437,0.13372,-0.080075,0.17982,0.087834,-0.203773,-0.026474,0.064466,0.013118,-0.141858,-0.093688,0.150776,0.232871,-0.067841,-0.138786,0.361864,-0.011032,0.343418,0.041806,0.093755,Cluster6
0.445084,-0.188565,0.570058,-0.232568,0.083702,0.572739,-0.596356,-0.058051,0.422557,0.558272,0.215918,-0.214481,-0.579685,-0.044811,-0.015033,-0.328545,-0.047387,0.384998,-0.531148,-0.292191,-0.02642,-0.627964,0.203189,0.595516,0.489646,-0.116106,0.00221,-0.469514,-0.068251,0.186096,0.153265,0.291853,-0.322694,0.414472,0.231097,-0.304011,-0.026055,0.254058,0.085018,-0.242073,-0.232048,0.362877,0.406516,-0.176257,-0.205418,0.575426,-0.030623,0.681117,0.176414,0.185025,Cluster6
0.32508,-0.190265,0.396421,-0.357518,0.006421,0.566928,-0.504721,-0.207426,0.274837,0.624271,0.233835,-0.223686,-0.613253,0.182369,0.066706,-0.28127,-0.080957,0.143596,-0.567667,-0.325856,-0.178604,-0.609368,0.224323,0.367805,0.535273,-0.049866,0.134356,-0.389739,-0.139416,0.151482,-0.07028,0.269205,-0.220796,0.25148,0.230975,-0.366764,-0.048046,0.196727,-0.079288,-0.299162,-0.082894,0.314849,0.476656,-0.1953,-0.27583,0.565329,0.014495,0.61829,0.020369,0.157268,Cluster6
0.198876,-0.193276,0.241942,-0.200322,0.027732,0.320214,-0.246804,-0.213159,0.237165,0.34618,0.149163,-0.10294,-0.23845,-0.011267,-0.078367,-0.155006,0.006865,0.098266,-0.302224,-0.074114,-0.064279,-0.199184,0.083513,0.282558,0.226179,-0.056864,0.099472,-0.252829,-0.118679,0.112902,0.095016,0.165438,-0.145984,0.254443,0.114221,-0.166197,0.006604,0.009264,-0.102596,-0.023426,-0.050551,0.076723,0.283133,-0.142341,-0.080804,0.343031,-0.056097,0.197811,0.037085,0.137306,Cluster6
0.065151,-0.198785,0.202841,-0.393269,-0.019717,0.350972,-0.45919,-0.021774,0.213516,0.431421,0.153298,-0.122852,-0.151279,-0.029887,0.015058,-0.191814,-0.036845,0.08428,-0.320246,-0.142312,-0.137402,-0.312439,0.000989,0.208004,0.225987,0.008762,-0.011995,-0.344606,-0.071885,0.184669,0.007267,0.046185,-0.114537,0.205434,0.108243,-0.140693,-0.126155,0.091592,-0.085845,-0.133045,-0.024173,0.16172,0.278554,0.020164,-0.170024,0.438576,-0.060199,0.349148,0.024449,0.071438,Cluster6
0.23093,-0.144289,0.151165,-0.037497,-0.007296,0.281227,-0.267421,-0.014887,0.261503,0.183473,0.100363,-0.096551,-0.156672,-0.015731,-0.075518,-0.104237,0.054405,0.246505,-0.186039,-0.172005,-0.174362,-0.11153,0.100795,0.209131,0.118747,0.019506,0.116391,-0.118253,0.056077,-0.084041,0.139187,0.085246,-0.100397,0.208776,0.062264,-0.186278,-0.041281,0.074256,0.075519,-0.022173,0.118861,0.00295,0.177768,-0.000432,0.131846,0.11821,0.065833,0.180713,0.037767,-0.073933,Cluster6
0.294302,-0.187915,0.150833,-0.111046,0.065679,0.211878,-0.216782,-0.069168,0.299048,0.260574,0.104842,-0.045011,-0.232606,0.078469,0.020097,-0.055834,0.039536,0.096511,-0.267272,-0.158314,-0.051569,-0.295065,0.074602,0.117565,0.340288,0.069172,0.010109,-0.254279,-0.094971,0.035347,-0.103506,0.143174,-0.094421,0.33564,0.221233,-0.114843,-0.090463,0.135269,-0.024431,-0.078036,-0.15833,0.065003,0.205077,0.028277,-0.196243,0.504794,0.021898,0.231804,-0.10007,-0.031578,Cluster6
0.069607,-0.124783,0.119671,-0.069382,0.077506,0.216181,-0.056908,-0.084218,0.05973,0.118772,0.087598,-0.059382,-0.085392,0.040615,-0.07942,-0.018125,-0.108664,0.08384,-0.155696,-0.112047,0.016806,-0.129662,0.084258,0.107887,0.087665,0.070843,0.027244,-0.158085,-0.005289,0.018063,0.016938,0.044526,-0.037293,0.121822,0.02527,-0.077415,-0.031227,0.056173,-0.001698,-0.046383,-0.028945,-0.002051,0.17112,-0.045861,-0.022751,0.133188,-0.026369,0.187494,-0.015516,0.028552,Cluster6
