@relation ellipsoid.50d4c.1

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute F48 numeric
@attribute F49 numeric
@attribute F50 numeric
@attribute class{Cluster1,Cluster2,Cluster3,Cluster4}

@data
-0.541577,0.416387,-0.150501,-0.361289,-0.374636,0.159377,0.130843,-0.022793,0.003411,-0.581315,-0.00872,-0.43254,0.150212,0.350483,-0.492643,-0.012688,-0.062632,0.117617,-0.003056,0.324857,0.414815,0.007635,0.141461,0.591089,-0.511131,-0.285976,0.001644,0.404057,0.627026,0.088996,0.148276,0.266964,-0.026544,-0.665066,0.119812,0.249074,-0.196061,0.145848,-0.634504,0.012202,0.596903,0.093723,-0.321313,0.117854,0.177887,-0.318301,-0.318534,-0.004355,0.006067,0.045414,Cluster3
-0.261204,0.213755,-0.144847,-0.276697,-0.245881,0.109879,0.07391,-0.045498,-0.091498,-0.398124,0.056833,-0.495747,0.110128,0.230718,-0.341571,-0.151489,-0.155368,0.056658,0.001471,0.019165,0.307343,0.039639,0.117591,0.421748,-0.393132,-0.172061,-0.045855,-0.022038,0.429041,0.165688,0.115253,0.034575,-0.137477,-0.42375,0.074363,0.110523,-0.165444,0.161671,-0.312572,-0.072761,0.258221,0.021333,-0.271397,0.055062,0.310142,-0.231752,-0.233727,-0.020413,-0.020034,0.112693,Cluster3
-0.359162,0.32936,-0.063514,-0.251096,-0.300588,0.099091,0.035292,-0.007846,-0.087713,-0.434761,0.035057,-0.301478,0.17738,0.268274,-0.302659,-0.024291,-0.060515,0.112189,0.002776,0.105372,0.275961,-0.008024,0.147526,0.386549,-0.408362,-0.155554,-0.002233,0.244545,0.458054,0.109233,0.112346,0.176611,-0.0167,-0.541851,0.198806,0.187184,-0.089551,0.08421,-0.456534,0.04652,0.390955,0.037933,-0.229855,0.090951,0.129054,-0.19038,-0.233433,-0.037614,0.011625,0.142323,Cluster3
-0.378392,0.312056,-0.071591,-0.274129,-0.304117,0.134292,0.04127,-0.026623,-0.094404,-0.460744,0.002951,-0.29035,0.197965,0.26869,-0.317411,-0.010008,-0.076004,0.112685,-0.004923,0.095463,0.326519,-0.014287,0.12449,0.383905,-0.387108,-0.156584,0.009362,0.234409,0.468003,0.117689,0.086967,0.182508,-0.032051,-0.543788,0.181431,0.202399,-0.065901,0.098925,-0.442887,0.028006,0.375374,0.034472,-0.259695,0.097456,0.160708,-0.207658,-0.205632,-0.010313,-0.001753,0.14256,Cluster3
-0.42336,0.374184,-0.101158,-0.31561,-0.356515,0.164358,0.05274,-0.051262,-0.116299,-0.565042,0.00014,-0.332577,0.262523,0.352071,-0.364191,-0.006077,-0.108906,0.123492,0.008654,0.151355,0.359112,-0.037754,0.119642,0.453796,-0.432395,-0.207873,0.02406,0.291053,0.564368,0.126735,0.128897,0.21211,-0.097317,-0.654407,0.246457,0.232806,-0.098889,0.086263,-0.521462,0.00459,0.426428,0.057325,-0.291758,0.073576,0.10478,-0.249119,-0.253949,-0.015479,-0.009529,0.160134,Cluster3
-0.341733,0.288914,-0.053676,-0.230811,-0.266157,0.114511,0.023563,-0.021241,-0.095708,-0.419451,0.014988,-0.250346,0.172056,0.240777,-0.273377,-0.013829,-0.062039,0.104454,-0.008643,0.099221,0.290506,-0.012953,0.110483,0.345569,-0.360086,-0.145249,0.023735,0.229095,0.408336,0.093221,0.091043,0.149384,-0.032054,-0.478447,0.167557,0.176968,-0.068767,0.079664,-0.400499,0.02015,0.342409,0.029116,-0.227732,0.076666,0.125215,-0.16555,-0.178644,-0.013116,-0.003774,0.129734,Cluster3
-0.320764,0.265574,-0.030893,-0.207597,-0.23052,0.127444,-0.000062,-0.029953,-0.088109,-0.394938,0.007788,-0.245196,0.139999,0.221934,-0.236614,-0.022345,-0.060469,0.108221,-0.018962,0.073504,0.253133,0.007323,0.101061,0.325457,-0.341908,-0.111443,0.046076,0.20469,0.356405,0.09675,0.076578,0.142942,-0.024668,-0.425222,0.149662,0.146618,-0.069701,0.088219,-0.366414,-0.008765,0.317875,0.028992,-0.210461,0.076037,0.127072,-0.140802,-0.153259,-0.013196,-0.01666,0.114898,Cluster3
-0.148495,0.095565,-0.027898,-0.101369,-0.069802,0.038158,-0.066105,0.022832,-0.063124,-0.135955,-0.016501,-0.071474,0.076352,0.034521,-0.082112,0.015367,-0.007816,0.037596,-0.033387,0.037888,0.102196,0.000194,0.066492,0.120048,-0.187563,-0.044708,0.033079,0.092456,0.058347,0.025244,0.023979,0.033041,-0.022056,-0.167256,0.050026,0.071271,-0.037945,0.040259,-0.119481,0.009591,0.10304,-0.048749,-0.070674,0.028491,0.026785,0.018632,-0.027383,-0.013203,-0.009699,0.054042,Cluster3
-0.087987,-0.031246,0.002278,-0.059057,-0.047324,-0.039158,-0.070617,-0.02004,-0.084312,-0.163306,-0.01693,-0.035885,0.029709,0.004673,-0.012806,0.008418,0.04172,0.016093,-0.006362,0.021209,0.14655,0.045494,0.123965,0.109453,-0.116472,-0.096214,-0.004358,0.087677,-0.010054,0.041795,0.064779,0.008804,-0.0202,-0.163972,0.075307,0.046075,-0.045311,0.035784,-0.060908,-0.022553,0.046737,-0.041219,-0.163095,0.004014,0.035271,-0.026196,-0.019715,-0.001947,-0.031552,0.053835,Cluster3
-0.595614,0.57356,-0.080293,-0.328202,-0.453163,0.061419,0.027422,-0.028607,-0.184944,-0.704272,0.046175,-0.516286,0.325881,0.492808,-0.61919,-0.057679,-0.225072,0.150305,-0.060481,0.094176,0.53797,0.042891,-0.001255,0.618425,-0.655845,-0.209166,0.017866,0.369506,0.710146,0.217488,0.239845,0.374099,-0.010497,-0.810422,0.213619,0.258861,-0.144314,0.101704,-0.625109,0.053158,0.606342,0.159458,-0.466488,-0.018109,0.182248,-0.283614,-0.371296,-0.031772,0.030479,0.184537,Cluster3
-0.128578,0.113019,-0.023979,-0.096695,-0.078302,0.03859,-0.031941,0.000386,-0.108891,-0.165654,-0.05143,-0.100539,0.075937,0.057681,-0.07759,0.011225,-0.037313,0.031872,-0.067008,0.020918,0.110722,-0.009391,0.073705,0.127583,-0.197136,-0.064153,0.041137,0.077225,0.101429,0.012814,0.053329,0.006482,-0.042386,-0.195686,0.059353,0.07789,-0.003569,0.06089,-0.133842,0.026208,0.102322,0.01167,-0.068726,0.017216,0.044798,0.010167,-0.052476,-0.005169,-0.047857,0.049382,Cluster3
-0.476805,0.421666,-0.06698,-0.338551,-0.398331,0.163118,0.076318,-0.039983,-0.117562,-0.594409,0.021623,-0.362735,0.246074,0.364466,-0.405144,-0.015048,-0.102639,0.13817,0.019834,0.138492,0.418025,-0.020031,0.135181,0.497668,-0.476603,-0.197038,0.014481,0.302529,0.636002,0.132708,0.130766,0.228174,-0.037913,-0.683296,0.243787,0.250333,-0.102959,0.108254,-0.583185,0.020422,0.494599,0.059803,-0.325007,0.118125,0.190011,-0.273154,-0.291241,-0.010108,0.003398,0.182686,Cluster3
-0.140508,0.109848,-0.038214,-0.109888,-0.095444,0.051938,-0.054002,0.027595,-0.082175,-0.154798,-0.017259,-0.123874,0.118871,0.049052,-0.077662,0.000966,-0.003074,0.048728,-0.064536,0.008782,0.114696,-0.025018,0.082657,0.109093,-0.169675,-0.024378,0.01597,0.089876,0.076068,0.005251,0.017982,0.011859,-0.010787,-0.159288,0.064907,0.091963,-0.012666,0.036484,-0.111482,0.016795,0.1184,-0.021985,-0.073935,0.024844,0.059408,-0.045151,-0.029819,-0.000183,-0.002782,0.054722,Cluster3
-0.536244,0.547122,-0.057015,-0.388256,-0.441355,0.190764,0.078609,-0.047901,-0.145827,-0.730424,0.044702,-0.443043,0.329017,0.493804,-0.470465,-0.039971,-0.117504,0.184337,0.024166,0.138269,0.507514,-0.048008,0.179804,0.551489,-0.557654,-0.224041,0.028746,0.362072,0.767153,0.149283,0.14118,0.306649,-0.055631,-0.808229,0.297615,0.273314,-0.130426,0.119894,-0.697345,0.021365,0.608812,0.061673,-0.387328,0.160894,0.239728,-0.329833,-0.36418,0.00506,-0.012029,0.2382,Cluster3
-0.442246,0.315661,-0.01404,-0.335911,-0.231917,0.102552,0.020782,0.01779,-0.17808,-0.426632,0.011668,-0.297164,0.1311,0.148633,-0.235167,0.024182,-0.078081,0.095924,-0.004413,0.12588,0.318559,-0.047352,0.115122,0.463673,-0.421563,-0.075071,-0.033957,0.279054,0.490367,0.079352,0.232637,0.12532,-0.087687,-0.511098,0.079411,0.253016,-0.104677,0.136216,-0.470779,-0.034251,0.360951,0.046612,-0.258706,0.085401,0.258626,-0.160209,-0.265747,0.053632,0.033938,0.083471,Cluster3
-0.527616,0.502425,-0.093543,-0.420064,-0.45625,0.184769,0.10753,-0.08512,-0.149961,-0.69592,0.049505,-0.416104,0.308604,0.41601,-0.460672,-0.019728,-0.134608,0.15309,0.014564,0.175346,0.476604,-0.019644,0.103685,0.586045,-0.563103,-0.206832,0.056582,0.327952,0.755271,0.135454,0.165242,0.238516,-0.043922,-0.815322,0.248974,0.302554,-0.128201,0.111944,-0.731214,0.023449,0.6203,0.058431,-0.409055,0.108149,0.214394,-0.328869,-0.375221,-0.034334,0.014162,0.222413,Cluster3
-0.501606,0.446435,-0.029601,-0.377135,-0.479324,0.154814,0.068527,-0.051566,-0.106644,-0.678713,0.026322,-0.396755,0.290662,0.401696,-0.47607,-0.037696,-0.100973,0.195332,0.01865,0.18557,0.421049,-0.011574,0.124044,0.588495,-0.513774,-0.188137,0.05864,0.35436,0.715995,0.158979,0.147158,0.265939,-0.064032,-0.755166,0.25416,0.25478,-0.144599,0.095557,-0.64832,0.06819,0.559428,0.070662,-0.33019,0.159554,0.226154,-0.326165,-0.345428,-0.014407,-0.030137,0.183267,Cluster3
-0.294297,0.256362,-0.00014,-0.194742,-0.180419,0.082761,-0.002294,0.0124,-0.142957,-0.349297,0.003468,-0.115376,0.111379,0.19528,-0.219141,0.003572,-0.03032,0.062658,-0.001556,0.080835,0.23949,-0.02788,0.084147,0.311547,-0.292205,-0.115507,0.068817,0.187259,0.287685,0.048096,0.040209,0.093872,-0.00172,-0.398027,0.120275,0.134265,-0.023594,0.07263,-0.387894,0.000252,0.288837,0.001468,-0.203617,0.082854,0.022731,-0.139542,-0.115207,-0.039003,0.017654,0.06616,Cluster3
-0.21664,0.176588,-0.017497,-0.142842,-0.163222,0.065602,-0.010419,-0.003432,-0.065515,-0.256103,0.003478,-0.177414,0.099732,0.089072,-0.152614,-0.004943,-0.050131,0.043445,-0.034719,0.049097,0.175155,-0.000324,0.098829,0.220087,-0.264296,-0.093024,0.012039,0.132617,0.190885,0.041117,0.049372,0.058621,-0.024747,-0.310748,0.113083,0.108634,-0.054982,0.057593,-0.211526,0.002411,0.203989,-0.002934,-0.154097,0.026263,0.086095,-0.051858,-0.058319,-0.019725,0.001778,0.065585,Cluster3
-0.653126,0.536603,-0.042996,-0.430221,-0.528773,0.212316,0.135348,-0.067924,-0.062956,-0.752119,0.032332,-0.501043,0.33234,0.508532,-0.528455,-0.029472,-0.175322,0.22314,0.009754,0.173548,0.543612,-0.008877,0.143118,0.668653,-0.621219,-0.268358,0.01186,0.410745,0.876302,0.169069,0.193861,0.30488,-0.019421,-0.950206,0.296464,0.338884,-0.101976,0.159792,-0.823242,-0.023875,0.692521,0.141317,-0.371731,0.162868,0.244686,-0.359814,-0.372853,0.023043,-0.00249,0.2423,Cluster3
-0.389015,0.14593,-0.149321,-0.293105,-0.339472,0.034347,0.05419,0.037567,-0.125943,-0.621248,-0.02712,-0.286182,0.201621,0.308104,-0.237188,-0.021789,-0.070831,0.07343,0.015751,0.113368,0.447817,-0.135314,0.039898,0.277131,-0.394416,-0.123189,-0.001268,0.293615,0.524371,0.063153,0.162544,0.269879,-0.005696,-0.585954,0.189062,0.27274,-0.10046,-0.020176,-0.584304,0.076742,0.453928,0.112919,-0.201625,0.072268,0.137253,-0.237517,-0.255949,-0.073957,0.012704,0.140052,Cluster3
-0.220397,0.086001,-0.067429,-0.101637,-0.154848,0.079048,-0.055421,-0.051053,-0.146567,-0.241728,0.030378,-0.104207,0.142827,0.152871,-0.122076,0.060913,-0.017229,0.046647,-0.031494,0.084118,0.18621,-0.072624,0.056744,0.171221,-0.220397,-0.018561,0.079344,0.103304,0.180976,0.015864,0.017941,0.0829,-0.01948,-0.212336,0.116999,0.13086,-0.035335,0.069919,-0.146653,0.001098,0.198804,-0.006833,-0.112485,0.016986,0.064625,0.009218,-0.107686,0.002487,-0.010997,0.081684,Cluster3
-0.359901,0.260935,-0.045562,-0.221147,-0.363796,0.088366,-0.013584,0.021533,-0.047105,-0.350239,-0.099903,-0.319524,0.123846,0.318312,-0.343703,-0.10407,-0.142105,-0.031141,-0.054021,0.030873,0.380643,-0.025544,0.192226,0.325124,-0.306685,-0.103893,0.024514,0.29899,0.408739,0.126008,0.007957,0.131716,-0.053297,-0.441179,0.167899,0.192718,0.0169,0.134097,-0.496595,-0.093576,0.317449,-0.029944,-0.153779,0.114974,0.136424,-0.209352,-0.241029,-0.006233,0.031455,0.166017,Cluster3
-0.294941,0.275268,-0.090579,-0.226983,-0.219424,0.106124,-0.005987,-0.010275,-0.051208,-0.395097,-0.008301,-0.215377,0.163569,0.222428,-0.251044,0.037517,-0.046936,0.063321,-0.030783,0.064217,0.255395,0.005867,0.087202,0.276418,-0.319661,-0.11966,0.025386,0.191419,0.346445,0.103769,0.080465,0.131022,-0.01407,-0.4193,0.148827,0.22198,-0.071029,0.063699,-0.336556,-0.031509,0.297185,0.032819,-0.18861,0.066029,0.126499,-0.16911,-0.171566,0.00379,0.008598,0.143344,Cluster3
-0.168077,0.082307,-0.014263,-0.055763,-0.066841,0.023493,-0.046395,0.011617,-0.09009,-0.164869,-0.009257,-0.118095,0.07127,0.064543,-0.097798,0.019511,-0.027158,0.034712,-0.052762,0.029671,0.123606,-0.042768,0.061689,0.125091,-0.206805,-0.028244,-0.0062,0.100485,0.115787,0.006353,0.030968,0.050978,-0.015213,-0.202006,0.045064,0.104085,-0.048706,0.051021,-0.161006,0.026394,0.09663,-0.031826,-0.074104,0.010217,0.027468,0.015567,0.00789,-0.029566,0.011935,0.042825,Cluster3
-0.06116,0.007691,-0.011087,-0.024972,0.006817,0.00142,-0.072779,0.010275,-0.043177,-0.043949,-0.01839,-0.007611,0.020756,-0.025533,0.003498,-0.007954,0.017589,0.015288,-0.06457,-0.003933,0.026415,-0.006747,0.048512,0.019265,-0.112728,-0.012378,0.024265,0.051851,-0.071549,-0.008534,0.010797,-0.034825,0.00384,-0.03702,-0.000766,0.026878,-0.000749,0.037297,-0.007874,0.015304,0.010289,-0.04306,-0.010004,0.001875,-0.001061,0.074123,0.058435,-0.012511,-0.010506,0.010364,Cluster3
-0.574339,0.515559,-0.081091,-0.404653,-0.491061,0.200974,0.098118,-0.043285,-0.129582,-0.713435,0.036041,-0.445136,0.288383,0.454699,-0.491843,-0.022851,-0.126284,0.163618,0.030384,0.166883,0.496061,-0.012928,0.159996,0.603678,-0.5608,-0.240376,0.021072,0.359548,0.800732,0.167428,0.153297,0.300676,-0.048636,-0.830655,0.307795,0.308999,-0.131929,0.116399,-0.715344,0.017764,0.607902,0.079099,-0.392219,0.146323,0.228865,-0.359698,-0.381576,-0.007003,-0.002333,0.218098,Cluster3
-0.560066,0.50162,-0.068944,-0.400308,-0.516924,0.196632,0.089356,-0.086773,-0.103935,-0.714168,0.044384,-0.436797,0.303385,0.482339,-0.508757,0.010477,-0.123836,0.166228,0.09277,0.201612,0.51458,-0.010882,0.150304,0.593485,-0.575481,-0.243801,0.031809,0.383783,0.789627,0.189653,0.186507,0.328571,-0.055277,-0.854088,0.27495,0.281488,-0.104077,0.071325,-0.691037,0.066956,0.639539,0.085477,-0.400898,0.137591,0.240728,-0.379549,-0.378397,-0.028209,-0.031839,0.23921,Cluster3
-0.627192,0.550912,-0.085053,-0.419209,-0.51444,0.21076,0.123497,-0.061633,-0.143489,-0.765623,0.019287,-0.457471,0.317157,0.458858,-0.530242,-0.034181,-0.136447,0.156635,0.039191,0.178775,0.539094,-0.023064,0.184805,0.632773,-0.583452,-0.234663,0.011512,0.374771,0.858653,0.194235,0.166529,0.321977,-0.04934,-0.873547,0.325216,0.337438,-0.142768,0.11817,-0.728791,-0.001235,0.64441,0.086483,-0.421425,0.175461,0.261078,-0.410943,-0.420802,-0.037705,0.004203,0.230175,Cluster3
-0.53008,0.480692,-0.056796,-0.392197,-0.449991,0.186837,0.092854,-0.054529,-0.120718,-0.643746,0.018766,-0.396605,0.272878,0.415817,-0.462229,-0.012794,-0.126923,0.161397,0.015776,0.164073,0.46359,-0.019339,0.146661,0.543488,-0.531287,-0.215808,0.013522,0.329707,0.733694,0.139556,0.158689,0.264716,-0.033426,-0.744258,0.29126,0.272813,-0.106138,0.119445,-0.650896,0.005227,0.542744,0.045725,-0.370098,0.118765,0.214686,-0.326759,-0.340544,-0.011736,-0.000401,0.216603,Cluster3
-0.676083,0.633271,-0.070387,-0.494073,-0.501767,0.23459,0.125974,-0.022634,-0.131365,-0.792953,0.031559,-0.481829,0.326176,0.485738,-0.510823,-0.010161,-0.173342,0.214161,0.017891,0.205373,0.594318,-0.006972,0.181004,0.69181,-0.647304,-0.264839,-0.009182,0.372329,0.853859,0.178186,0.166524,0.310111,-0.079262,-0.921299,0.35471,0.326801,-0.103584,0.15591,-0.805028,-0.01601,0.612959,0.115618,-0.407509,0.188446,0.286193,-0.38957,-0.485621,0.010013,0.002021,0.229576,Cluster3
-0.379159,0.274708,-0.093253,-0.320623,-0.285265,0.17719,0.056275,-0.069598,-0.127968,-0.460714,-0.026656,-0.279001,0.184531,0.304213,-0.308261,-0.012793,-0.09939,0.06788,-0.016137,0.114782,0.377912,-0.000065,0.074561,0.362749,-0.394217,-0.152359,0.045277,0.294877,0.533102,0.100029,0.204037,0.153715,-0.021807,-0.485768,0.139416,0.153244,-0.050762,0.094945,-0.44229,0.045042,0.35121,-0.00323,-0.272197,0.044148,0.076885,-0.139172,-0.241469,0.050832,0.016528,0.121143,Cluster3
-0.613973,0.579955,-0.094528,-0.469863,-0.551821,0.206677,0.11469,-0.053165,-0.131898,-0.813945,0.038967,-0.491508,0.331801,0.510675,-0.553834,-0.008868,-0.16486,0.197099,0.053186,0.206261,0.575771,-0.011247,0.172366,0.685747,-0.600715,-0.263955,0.016739,0.383851,0.898852,0.186571,0.167726,0.335565,-0.035824,-0.923329,0.326355,0.355372,-0.149408,0.123131,-0.809355,0.013918,0.659275,0.097417,-0.417127,0.168251,0.270158,-0.400733,-0.444954,-0.017749,0.006655,0.240901,Cluster3
-0.475451,0.446706,-0.076115,-0.231254,-0.404687,0.053582,0.253435,-0.163441,-0.191384,-0.717098,0.079265,-0.482286,0.252578,0.365053,-0.397352,-0.081034,0.027718,0.073443,-0.055736,0.031618,0.439912,0.021324,0.07771,0.521373,-0.416152,-0.258013,0.194226,0.238606,0.64111,0.073635,0.17224,0.217174,0.077805,-0.617977,0.274912,0.246454,0.041309,0.093789,-0.685736,0.000982,0.502065,0.177697,-0.450784,0.028258,0.178522,-0.348014,-0.333194,0.025374,-0.050421,0.233885,Cluster3
-0.256896,0.239281,-0.03911,-0.238269,-0.073858,0.14142,0.006478,-0.160073,-0.068142,-0.331013,0.052244,-0.201066,0.188625,0.132595,-0.192371,-0.013303,-0.016585,-0.031177,0.096866,0.03185,0.301387,-0.023336,0.124734,0.344299,-0.400583,-0.187191,0.045688,-0.025714,0.362616,-0.059596,0.188141,0.230957,0.04471,-0.288078,0.103321,0.004712,-0.075106,0.058205,-0.448999,-0.033992,0.171953,0.160289,-0.149411,0.089055,0.145628,-0.117938,-0.224215,-0.074352,-0.122489,0.051497,Cluster3
-0.088011,0.044614,-0.027217,-0.054786,0.027231,0.002936,-0.107804,0.056492,-0.026267,-0.066286,-0.033104,-0.056403,0.076213,-0.054081,-0.016728,0.000773,0.011755,-0.010873,-0.088939,-0.017007,0.064259,-0.024222,0.121289,0.040754,-0.089924,0.021806,-0.024668,0.036299,-0.017243,-0.003049,0.04289,-0.048444,-0.012002,-0.075331,0.013991,0.017154,-0.030283,0.044189,-0.078509,0.004258,0.052135,0.000902,-0.008197,0.010932,0.002575,0.047136,0.035692,0.02074,-0.024957,-0.012082,Cluster3
-0.399324,0.28125,0.006732,-0.172775,-0.246521,0.184977,0.046483,-0.044485,-0.128411,-0.420868,0.012732,-0.272332,0.191414,0.289692,-0.337698,-0.006145,-0.14941,0.048059,0.013732,0.147026,0.339637,-0.025464,0.100278,0.3903,-0.372133,-0.141069,0.043851,0.329485,0.477684,0.080046,0.205425,0.117348,0.065207,-0.61829,0.215107,0.16208,-0.079163,0.068343,-0.4625,0.040959,0.388064,0.029166,-0.262189,0.149746,0.168268,-0.10585,-0.27153,-0.063907,-0.013704,0.143558,Cluster3
-0.094454,0.086752,0.020755,-0.052471,0.06115,0.021211,-0.12287,0.0797,-0.106961,-0.110641,-0.083654,-0.072266,0.012927,0.057955,-0.056885,-0.005497,-0.005048,0.044085,0.023607,-0.022953,0.076539,0.017574,0.064943,0.080093,-0.19283,-0.070694,0.01919,0.051625,0.008097,0.077554,0.053653,-0.062302,0.054791,-0.115851,0.009458,0.057124,0.042812,0.034403,-0.118095,0.012898,0.113214,0.00474,-0.02336,-0.03843,-0.060762,0.03822,0.078455,-0.025455,-0.007119,0.037003,Cluster3
-0.433131,0.395539,-0.05987,-0.415002,-0.399079,0.179672,0.055243,-0.062194,-0.097043,-0.533997,0.011388,-0.394988,0.211252,0.348814,-0.311016,-0.038349,0.022296,0.134892,0.033385,0.120347,0.356992,-0.034499,0.125949,0.47596,-0.444068,-0.167084,0.068562,0.273803,0.575718,0.13376,0.132396,0.186881,-0.044479,-0.554366,0.223585,0.287068,-0.021056,0.095792,-0.622358,0.070494,0.46051,-0.001703,-0.347203,0.09537,0.155746,-0.196054,-0.324415,-0.057831,0.002323,0.152519,Cluster3
-0.166798,0.104185,-0.022288,-0.096215,-0.089232,0.0367,-0.044204,0.000977,-0.054989,-0.16844,-0.017941,-0.091813,0.092605,0.072041,-0.095712,-0.012024,-0.012666,0.037615,-0.047206,0.031874,0.115888,-0.023058,0.064462,0.146745,-0.224161,-0.064684,0.030611,0.104317,0.091682,0.033667,0.039038,0.043403,-0.021232,-0.189305,0.062376,0.093982,-0.02675,0.042609,-0.155922,0.00759,0.124842,-0.037362,-0.080829,0.023459,0.049622,-0.039661,-0.009319,-0.021683,-0.013326,0.052601,Cluster3
-0.367978,0.306335,-0.054824,-0.243353,-0.253388,0.129851,0.011551,-0.018038,-0.084937,-0.427598,0.014382,-0.262259,0.181824,0.240885,-0.287999,-0.009196,-0.050808,0.12634,0.005302,0.104867,0.302964,-0.032088,0.109026,0.350659,-0.365039,-0.142221,0.01504,0.22862,0.42874,0.091782,0.08402,0.157239,-0.039444,-0.48978,0.170682,0.203603,-0.080465,0.096182,-0.427033,0.022102,0.355466,0.04036,-0.239335,0.078196,0.114145,-0.160632,-0.172247,-0.042765,-0.004225,0.144138,Cluster3
-0.200411,0.140391,-0.029004,-0.119302,-0.115272,0.064847,-0.024838,-0.008524,-0.067877,-0.231815,-0.00986,-0.12868,0.102969,0.095741,-0.132632,-0.002868,-0.020674,0.06277,-0.031871,0.039794,0.159861,-0.015974,0.080367,0.179169,-0.227061,-0.080312,0.023951,0.133075,0.16665,0.043126,0.051404,0.046483,-0.013768,-0.249583,0.085052,0.099457,-0.024783,0.055159,-0.209397,0.015758,0.172388,-0.009394,-0.121468,0.041388,0.062112,-0.04214,-0.059058,-0.011793,-0.010583,0.068443,Cluster3
-0.144272,0.076885,-0.014987,-0.083539,-0.0581,0.039928,-0.05383,-0.00918,-0.053177,-0.153063,-0.00954,-0.068508,0.046262,0.044184,-0.059987,-0.023023,-0.000537,0.041878,-0.058389,0.027854,0.093905,-0.01719,0.05748,0.109421,-0.176598,-0.044349,0.00552,0.103631,0.04709,0.037468,0.044729,0.004743,-0.011866,-0.162066,0.037197,0.069912,-0.031647,0.035769,-0.135581,0.004122,0.122179,-0.016475,-0.06607,0.001477,0.000762,0.012378,0.00158,-0.022318,-0.016275,0.056974,Cluster3
-0.140754,0.063794,-0.005259,-0.189022,-0.010312,0.052418,0.136138,0.02783,-0.144789,-0.198301,0.046474,-0.083057,0.077069,0.137113,-0.056485,0.043061,0.113234,0.149668,0.019592,0.021659,0.124259,-0.053545,0.094986,0.168184,-0.277113,-0.164232,0.042013,0.091801,0.09979,0.179279,-0.034153,-0.001077,-0.036056,-0.272208,-0.0005,0.173374,0.083046,0.051516,-0.172812,0.047222,0.13711,-0.045974,-0.107893,-0.015249,0.06098,-0.023892,-0.022284,0.042445,-0.007777,0.111871,Cluster3
-0.436224,0.396768,-0.054374,-0.318062,-0.360955,0.148971,0.055044,-0.050521,-0.115553,-0.563226,0.026036,-0.35288,0.236038,0.316715,-0.372237,-0.02003,-0.093961,0.16141,0.002677,0.14647,0.381274,-0.007209,0.144867,0.461157,-0.452071,-0.153323,0.035207,0.265715,0.577912,0.12089,0.098042,0.20196,-0.015394,-0.601527,0.214277,0.252226,-0.098268,0.112773,-0.532823,0.01712,0.459206,0.049338,-0.288032,0.129835,0.171533,-0.257116,-0.259699,-0.018689,-0.006962,0.15063,Cluster3
-0.547508,0.527301,-0.085026,-0.497238,-0.503423,0.247531,-0.035785,0.05878,-0.168415,-0.760175,0.138249,-0.439755,0.243079,0.402212,-0.425122,-0.081891,-0.076898,0.155149,0.064667,0.269018,0.528708,-0.015108,0.089843,0.592389,-0.553372,-0.225506,0.089014,0.393661,0.748753,0.104776,0.168643,0.334191,-0.114956,-0.756797,0.383924,0.327709,-0.090076,0.113801,-0.766152,-0.035079,0.58299,0.083804,-0.428836,0.089301,0.320931,-0.332491,-0.375907,-0.075057,-0.060592,0.208563,Cluster3
-0.155448,0.183684,-0.019886,-0.098126,-0.081797,0.014492,-0.067071,0.032878,-0.036236,-0.279712,-0.015853,-0.188854,0.099434,0.130176,-0.133645,-0.019149,-0.037803,0.001617,-0.01028,0.073228,0.117968,-0.002179,0.139063,0.255715,-0.223002,-0.055411,0.031971,0.149223,0.194707,0.002754,0.034838,0.052669,-0.014679,-0.200524,0.123736,0.112217,0.003606,0.132404,-0.187892,0.084039,0.224228,-0.064267,-0.139927,-0.00282,0.114246,-0.122462,-0.083909,-0.017867,-0.012911,0.041885,Cluster3
